0.000000	-120.000000
0.011610	-120.000000
0.023220	-120.000000
0.034830	-120.000000
0.046440	-120.000000
0.058050	-120.000000
0.069660	-120.000000
0.081270	-120.000000
0.092880	-120.000000
0.104490	-120.000000
0.116100	-120.000000
0.127710	-120.000000
0.139320	-120.000000
0.150930	-120.000000
0.162540	-120.000000
0.174150	-120.000000
0.185760	-120.000000
0.197370	-120.000000
0.208980	-120.000000
0.220590	-120.000000
0.232200	-120.000000
0.243810	-120.000000
0.255419	-120.000000
0.267029	-120.000000
0.278639	-116.011314
0.290249	-116.913803
0.301859	-120.000000
0.313469	-120.000000
0.325079	-120.000000
0.336689	-117.215973
0.348299	-117.618301
0.359909	-119.070900
0.371519	-119.836929
0.383129	-119.366882
0.394739	-120.000000
0.406349	-120.000000
0.417959	-120.000000
0.429569	-117.367027
0.441179	-119.333916
0.452789	-120.000000
0.464399	-120.000000
0.476009	-120.000000
0.487619	-111.647804
0.499229	-112.467735
0.510839	-113.135307
0.522449	-111.526917
0.534059	-115.022659
0.545669	-118.014450
0.557279	-115.447952
0.568889	-109.046875
0.580499	-108.137421
0.592109	-111.298973
0.603719	-116.382248
0.615329	-115.944901
0.626939	-113.052307
0.638549	-115.505630
0.650159	-110.889809
0.661769	-115.894737
0.673379	-116.393188
0.684989	-120.000000
0.696599	-114.051086
0.708209	-116.149124
0.719819	-115.667526
0.731429	-118.151894
0.743039	-116.336227
0.754649	-112.094849
0.766258	-106.562309
0.777869	-120.000000
0.789478	-107.234581
0.801088	-109.969467
0.812698	-105.007698
0.824308	-120.000000
0.835918	-106.173851
0.847528	-103.934799
0.859138	-104.091644
0.870748	-109.038834
0.882358	-107.559158
0.893968	-101.752411
0.905578	-104.611694
0.917188	-103.671539
0.928798	-108.561951
0.940408	-112.007828
0.952018	-105.261505
0.963628	-104.822510
0.975238	-114.080917
0.986848	-120.000000
0.998458	-100.887024
1.010068	-105.302460
1.021678	-105.936203
1.033288	-112.248810
1.044898	-100.086250
1.056508	-99.634132
1.068118	-102.427818
1.079728	-108.297134
1.091338	-110.011551
1.102948	-109.930145
1.114558	-107.858185
1.126168	-104.091263
1.137778	-106.756500
1.149388	-102.483551
1.160998	-104.103668
1.172608	-97.393829
1.184218	-107.807274
1.195828	-99.415810
1.207438	-100.391647
1.219048	-97.839249
1.230658	-102.052277
1.242268	-104.684059
1.253878	-100.629852
1.265488	-106.188019
1.277097	-98.066315
1.288707	-98.970169
1.300317	-96.878731
1.311927	-108.932755
1.323537	-91.469391
1.335147	-99.899834
1.346757	-92.083832
1.358367	-100.198196
1.369977	-103.957642
1.381587	-91.116188
1.393197	-90.744034
1.404807	-87.012909
1.416417	-83.775337
1.428027	-86.421448
1.439637	-71.002106
1.451247	-83.691216
1.462857	-57.556007
1.474467	-51.265827
1.486077	-52.861900
1.497687	-55.160728
1.509297	-55.129589
1.520907	-54.473671
1.532517	-53.595165
1.544127	-54.365204
1.555737	-57.223240
1.567347	-56.013512
1.578957	-55.534458
1.590567	-54.648396
1.602177	-54.742893
1.613787	-55.418301
1.625397	-55.529663
1.637007	-54.932308
1.648617	-53.269707
1.660227	-53.578930
1.671837	-54.432850
1.683447	-56.167034
1.695057	-54.361961
1.706667	-54.068851
1.718277	-53.884731
1.729887	-54.267189
1.741497	-54.898071
1.753107	-53.253494
1.764717	-54.146431
1.776327	-53.847050
1.787936	-55.103188
1.799546	-60.721375
1.811157	-57.884506
1.822766	-57.381165
